Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Resolution,Created,Updated,Status,Custom field (Required Access Level),Custom field (Required Access Level)
Task,AO3-6322,66894,Remove unused JavaScript files,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Low,DeployedToBeta,04/Apr/22 1:10 PM,12/Apr/22 12:22 PM,Deployed,,
Improvement,AO3-6321,66889,Text changes to TOS FAQ - FNOK section,weeklies,61cc2a19326554006caa335c,Nary,557058:045245cb-4c5b-4691-b41f-82c2b91416c7,Medium,DeployedToBeta,30/Mar/22 4:17 PM,20/Oct/23 10:08 AM,Deployed,,
Bug,AO3-6320,66888,Incomplete error message when including invalid tag with ^ symbol,EchoEkhi,60d5d58e8f2cc10069d7e879,Nary,557058:045245cb-4c5b-4691-b41f-82c2b91416c7,Medium,DeployedToBeta,29/Mar/22 2:58 PM,01/Apr/24 11:46 AM,Deployed,,
Improvement,AO3-6319,66887,Allow hsla colors in skins,EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,27/Mar/22 9:36 PM,03/Apr/23 9:50 PM,Deployed,,
Improvement,AO3-6318,66886,Include series in the privacy preference Hide my work from search engines when possible,Hunter Ada Smith,62a561f4f8bd790069d6251d,Jennifer D2,5eb34ab8833be70b7e0141b5,Medium,DeployedToBeta,27/Mar/22 4:59 PM,03/Apr/23 9:50 PM,Deployed,,
Improvement,AO3-6317,66882,Support admin role changes to FNOK and work deletion,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Nary,557058:045245cb-4c5b-4691-b41f-82c2b91416c7,Medium,DeployedToBeta,25/Mar/22 1:20 PM,27/Dec/22 1:43 AM,Deployed,Admin,Support
Bug,AO3-6316,66878,"Users with invalid pseud icons, icon alt text, or icon comment text can't request password resets or be suspended; also, changes to pseud icons on staging affect production",Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,Done,20/Mar/22 8:53 PM,29/Apr/22 10:28 PM,Deployed,,
Improvement,AO3-6315,66873,Query all works when reindexing bookmarkables,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,Done,14/Mar/22 10:18 PM,17/May/22 9:05 PM,Deployed,,
Task,AO3-6314,66872,Remove column dead from external_works table,warlockmel,62bbc454228c59d8da199f48,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,DeployedToBeta,14/Mar/22 6:51 PM,06/Jan/24 4:58 PM,Deployed,,
Improvement,AO3-6313,66871,Remove updated at info for FAQ categories,Indes ­,712020:f7b45cfe-c9f2-4f79-9aac-b8373dc441cf,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,13/Mar/22 11:24 PM,17/Mar/25 5:27 AM,Deployed,Admin,
New Feature,AO3-6312,66869,Add preference to prevent guests from replying to your comments on news posts and other users' works,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,13/Mar/22 5:28 PM,20/Oct/23 10:08 AM,Deployed,Tag Wrangler,
Bug,AO3-6311,66723,Edited comment reply notification sent to creator of deleted comment,EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,11/Mar/22 9:49 PM,11/Sep/22 11:24 AM,Deployed,,
Bug,AO3-6310,66721,Numbers in Marathi/Hindi text should appear in Devanagari script,,,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,,08/Mar/22 7:09 AM,28/Jun/22 1:40 PM,To Do,Admin,
Improvement,AO3-6309,66717,Update abuse form error message to discourage over-reporting of URLs,Tara Rosenthal,61f7429f9c1d520069211f56,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,06/Mar/22 2:49 AM,22/Apr/22 11:10 PM,Deployed,,
Bug,AO3-6308,66706,User suspension message provides incorrect time for the end of a user's suspension,Cesium-Ice,5c4fbe624c070827c2a1e3f1,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,25/Feb/22 4:31 PM,23/Dec/24 3:52 PM,Deployed,Admin,
Bug,AO3-6307,66703,Key names in co-creation emails are accidentally translated,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,DeployedToBeta,21/Feb/22 7:44 PM,31/Aug/22 11:05 AM,Deployed,,
Bug,AO3-6306,66702,Can't bookmark URLs with response codes of 308 or 307,dark-veracity,6202ecc79493720070b85296,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,21/Feb/22 4:15 PM,22/Apr/22 11:10 PM,Deployed,,
Bug,AO3-6305,66701,"Hi, username! menu uses plain text and wrong styling for current page",weeklies,61cc2a19326554006caa335c,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,20/Feb/22 8:07 PM,22/Apr/22 11:10 PM,Deployed,,
Bug,AO3-6304,66700,Tag bookmark listings for logged-out users include series where the only works with that tag are restricted,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,High,,20/Feb/22 9:40 AM,08/May/25 11:23 AM,In Review,,
Bug,AO3-6303,66699,Blurbs for partially restricted series include tags from restricted works when logged out,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Low,,20/Feb/22 9:37 AM,23/May/25 3:34 PM,In Review,,
Bug,AO3-6302,66698,Tag bookmark listings include series where the only works with that tag are drafts,ömer faruk ­­,712020:eaa71d31-a6a1-4f6a-bb29-9e11af4d59f7,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Low,,20/Feb/22 9:31 AM,18/Sep/25 11:57 AM,In Progress,,
Bug,AO3-6301,66697,Series blurbs include tags from draft works in the series,ömer faruk ­­,712020:eaa71d31-a6a1-4f6a-bb29-9e11af4d59f7,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Low,,20/Feb/22 9:27 AM,20/Sep/25 10:13 AM,In Progress,,
Task,AO3-6300,66692,Change Rails timezone,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,18/Feb/22 12:47 AM,24/Feb/22 1:23 PM,Deployed,Admin,
Bug,AO3-6299,66689,Only use New Relic in staging/production,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,17/Feb/22 5:25 PM,18/Feb/22 3:33 PM,Deployed,,
Bug,AO3-6298,66687,Trying to send a subscription notification to a deleted account causes failed job,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,Duplicate,16/Feb/22 12:47 PM,17/Feb/22 1:53 PM,Closed,,
Improvement,AO3-6297,66680,Stop using MimeMagic in downloads code,warlockmel,62bbc454228c59d8da199f48,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,11/Feb/22 10:49 PM,30/Apr/24 2:34 PM,Deployed,,
Bug,AO3-6296,66679,Use WebMock to reduce intermittent errors for external works in automated tests,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,DeployedToBeta,11/Feb/22 7:10 PM,18/Feb/22 3:33 PM,Deployed,,
Bug,AO3-6295,66677,Trying to send a comment reply notification to a deleted account causes error,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,11/Feb/22 4:58 PM,18/Feb/22 3:33 PM,Deployed,,
Bug,AO3-6294,66676,Trying to send a subscription notification to a deleted user causes an error,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,11/Feb/22 4:46 PM,22/Apr/22 11:10 PM,Deployed,,
Bug,AO3-6293,66675,Try to reduce frequency of RecordNotFound errors when calling flush_work_cache,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,Done,11/Feb/22 3:58 PM,21/Jun/22 6:34 PM,Deployed,Tag Wrangler,
Improvement,AO3-6292,66671,Update text related to gift preference,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,09/Feb/22 8:48 PM,18/Feb/22 3:33 PM,Deployed,,
Bug,AO3-6291,66669,Same work appears on multiple pages of search results due to ties in Elasticsearch,korrien,5fb6a815f2df6c0076551698,korrien,5fb6a815f2df6c0076551698,Medium,DeployedToBeta,09/Feb/22 4:46 PM,17/May/22 9:00 PM,Deployed,,
Bug,AO3-6290,66667,"""Chapter # of [title]"" in co-creation emails is not translatable",EchoEkhi,60d5d58e8f2cc10069d7e879,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,Done,05/Feb/22 9:01 PM,16/Aug/24 1:56 PM,Deployed,Archivist,
Bug,AO3-6289,66662,Placeholder,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,High,DeployedToBeta,03/Feb/22 2:09 PM,06/Feb/22 2:16 AM,Deployed,Admin,
Task,AO3-6288,66649,Create rake task to fix works with mismatched dates in blurb and meta,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,02/Feb/22 1:03 PM,06/Nov/22 1:59 AM,To Do,,
Task,AO3-6287,66647,Replace Hakiri by using GitHub Actions to run Brakeman,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,01/Feb/22 1:57 PM,18/Feb/22 3:33 PM,Deployed,,
Bug,AO3-6286,66643,Suspended users can leave kudos,weeklies,61cc2a19326554006caa335c,Ranowa,5d77bf913362320d26a141a2,Medium,DeployedToBeta,29/Jan/22 7:49 PM,19/Nov/22 7:03 PM,Deployed,Admin,
Improvement,AO3-6285,66640,Make collection title a link when adding work or bookmark to a moderated collection,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,27/Jan/22 3:26 PM,15/Feb/22 5:31 PM,To Do,,
Bug,AO3-6284,66639,Incorrect message when adding bookmark to collection using Add To Collection option,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,,27/Jan/22 3:20 PM,02/Sep/24 11:10 PM,To Do,,
Improvement,AO3-6283,66632,Add library of functions used in PAC tickets to git,,,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,Low,,23/Jan/22 4:45 AM,27/Jan/22 3:32 PM,To Do,,
Improvement,AO3-6282,66630,Allow gift exchange moderators to cancel potential match and assignment generation,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,21/Jan/22 4:40 PM,15/Feb/23 7:16 PM,To Do,,
Bug,AO3-6281,66625,Escaped HTML on gifts page for non-users,Jonathan S.,63c6d49f1d7734b550c190fd,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,,16/Jan/22 10:05 PM,06/Jul/23 5:07 AM,To Do,,
Bug,AO3-6280,66623,Inconsistent text in new invitations email,Cesium-Ice,5c4fbe624c070827c2a1e3f1,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,13/Jan/22 1:47 PM,11/Sep/22 11:23 AM,Deployed,Admin,
Bug,AO3-6279,66622,Remove defunct video sites from the embed sanitizer,,,Sam Johnsson,557058:a06b2e64-4893-491b-b85e-8176df5059b9,Low,DeployedToBeta,12/Jan/22 4:47 PM,03/Apr/23 9:50 PM,Deployed,,
Bug,AO3-6278,66621,Vertical line/pipe character | is counted as a word by word count,GoodGithubAccount,638000af3c26ca7fa0d2cc12,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,Done,12/Jan/22 4:31 PM,29/Jan/24 3:07 PM,Deployed,,
Bug,AO3-6277,66617,Confusing email and page when gift exchange matching results in no potential matches,Cesium-Ice,5c4fbe624c070827c2a1e3f1,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,10/Jan/22 10:19 PM,12/Dec/24 1:28 AM,To Do,,
Improvement,AO3-6276,66615,Ensure that any before_action filters that redirect with an error should instead render it for JS requests,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,,08/Jan/22 4:13 AM,21/Jan/25 9:07 PM,To Do,Admin,
Bug,AO3-6275,66614,Incorrect pluralization rules for Serbian,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,06/Jan/22 1:09 PM,03/Apr/22 6:31 AM,Deployed,,
Improvement,AO3-6274,66613,Limit number of abuse reports per email per day,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Ranowa,5d77bf913362320d26a141a2,High,DeployedToBeta,05/Jan/22 8:11 PM,24/Apr/22 10:19 AM,Deployed,,
Bug,AO3-6273,66609,Word count blank when posting from draft,Ceithir,63039b5aed0c9b03372bf3c4,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,03/Jan/22 3:19 PM,01/Jul/25 10:17 AM,Deployed,,
Bug,AO3-6272,66608,Chapter count set to 0/1 when posting from draft or preview,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,03/Jan/22 1:04 PM,10/Sep/22 6:43 PM,To Do,,
Bug,AO3-6271,66601,Blurb icons and title misaligned in marked for later section of homepage,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,27/Dec/21 3:26 PM,18/Feb/22 3:33 PM,Deployed,,
Improvement,AO3-6270,66600,Bump Elasticsearch version to 7.16.1,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,Medium,DeployedToBeta,23/Dec/21 11:10 AM,06/Jan/22 12:57 PM,Deployed,,
Bug,AO3-6269,66589,Invitation token labels not associated with radio buttons on user invitations page,Arianna Story,557058:12aee30b-a27e-40a0-95c0-a5dc14edb876,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,12/Dec/21 7:48 PM,06/Feb/22 2:16 AM,Deployed,,
Bug,AO3-6268,66577,"All challenge owners/moderators get CCed in ""Assignments sent"" notification",Cesium-Ice,5c4fbe624c070827c2a1e3f1,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,DeployedToBeta,11/Dec/21 9:27 AM,24/Nov/24 5:57 AM,Deployed,,
Bug,AO3-6267,66568,"History says ""Update available"" for work when draft chapter is added",marcus8448,5fa83c958c4efd006f544936,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,04/Dec/21 6:45 PM,16/May/25 7:10 AM,Deployed,,
Bug,AO3-6266,66560,Possible to create a work with an invisible title,,,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,,01/Dec/21 2:02 PM,29/Mar/25 4:18 PM,To Do,,
Bug,AO3-6265,66557,"Text in comments marked dir=""rtl"" are left aligned",Eliah Hecht,557058:db244e50-90da-4bc9-be1f-4b078b5de08e,Sam Johnsson,557058:a06b2e64-4893-491b-b85e-8176df5059b9,Medium,DeployedToBeta,28/Nov/21 6:21 AM,19/Apr/24 9:28 AM,Deployed,,
Improvement,AO3-6264,66556,Update text of invitation email,Cesium-Ice,5c4fbe624c070827c2a1e3f1,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,27/Nov/21 7:04 PM,31/Aug/22 11:05 AM,Deployed,,
Improvement,AO3-6263,66545,Allow SSL for SMTP to be configurable,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,Medium,DeployedToBeta,24/Nov/21 2:17 PM,05/Dec/21 3:12 AM,Deployed,,
Bug,AO3-6262,66535,Add pluralization rules for all languages,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,DeployedToBeta,16/Nov/21 4:34 PM,06/Jan/22 1:10 PM,Deployed,,
Bug,AO3-6261,66534,'Contact Open Doors' link in work claim emails and on claim page is outdated,jesseweinstein,5c6b223fa7a4c7436918660c,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,DeployedToBeta,16/Nov/21 4:19 PM,06/Jan/22 12:57 PM,Deployed,Archivist,
Task,AO3-6260,66505,Remove scripts and configurations for running tests on Codeship,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,DeployedToBeta,12/Nov/21 4:03 PM,05/Dec/21 3:12 AM,Deployed,,
Improvement,AO3-6259,66504,Upgrade Elasticsearch to 8.x,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,DeployedToBeta,12/Nov/21 3:51 PM,02/Oct/25 3:47 AM,Deployed,,
Improvement,AO3-6258,66500,Change subject of email sent after creating an account,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,11/Nov/21 4:51 PM,06/Feb/22 2:16 AM,Deployed,,
New Feature,AO3-6257,66499,Make gifts unrelated to challenges opt-out for current users and opt-in for new users,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,Done,10/Nov/21 11:16 PM,09/Feb/22 8:59 PM,Deployed,,
Bug,AO3-6256,66498,Kudos mailer handles capitalisation incorrectly,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,DeployedToBeta,10/Nov/21 6:11 PM,17/May/22 8:50 PM,Deployed,,
Bug,AO3-6255,66497,Assignments sent email subject line is not standardised,,,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Lowest,Duplicate,10/Nov/21 5:50 PM,05/Mar/25 3:15 PM,Closed,,
Bug,AO3-6254,66496,Incorrect pluralization in kudos emails,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,10/Nov/21 4:38 PM,17/May/22 8:50 PM,Deployed,,
Bug,AO3-6253,66492,Use I18n.localize for dates in emails,,,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,DeployedToBeta,07/Nov/21 10:34 AM,22/Apr/22 11:10 PM,Deployed,,
Improvement,AO3-6252,66491,Handle 429 response when leaving kudos,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Highest,Done,06/Nov/21 11:09 PM,09/Nov/21 10:34 PM,Deployed,,
Bug,AO3-6251,66489,HTML email text in right-to-left languages displays as left-to-right,,,Former user,557058:af62b934-559d-4152-8515-bba6c2026f00,Medium,,06/Nov/21 12:43 PM,25/Feb/25 3:30 AM,To Do,,
Improvement,AO3-6250,66483,Comment notifications: include parent comment when emailing you a copy of your reply,weeklies,61cc2a19326554006caa335c,mumble,557058:563cc0f0-cad4-465b-b3f4-47e1e66c2d4a,Medium,DeployedToBeta,01/Nov/21 2:29 PM,16/Jun/23 8:45 PM,Deployed,,
Improvement,AO3-6249,66482,"""Pseuds"" link in Dashboard menu turns into ""$USERNAME"" on all pages that aren't the Dashboard",Arianna Story,557058:12aee30b-a27e-40a0-95c0-a5dc14edb876,mumble,557058:563cc0f0-cad4-465b-b3f4-47e1e66c2d4a,Medium,DeployedToBeta,01/Nov/21 11:01 AM,06/Feb/22 2:16 AM,Deployed,,
Bug,AO3-6248,66481,Subscription emails: links in the summary aren't styled,Cesium-Ice,5c4fbe624c070827c2a1e3f1,mumble,557058:563cc0f0-cad4-465b-b3f4-47e1e66c2d4a,Low,,01/Nov/21 4:15 AM,22/May/24 5:46 AM,To Do,,
Bug,AO3-6247,66475,Unrevealed mystery works show adult content warning,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,29/Oct/21 4:05 PM,29/Oct/21 4:05 PM,To Do,,
Bug,AO3-6246,66428,Possible to submit additional nominations beyond the maximum using multiple windows,,,Nary,557058:045245cb-4c5b-4691-b41f-82c2b91416c7,Medium,,07/Oct/21 12:03 PM,07/Oct/21 12:12 PM,To Do,,
Bug,AO3-6245,66425,Changing fandom name while approving tag set nominations can split the fandom,,,Nary,557058:045245cb-4c5b-4691-b41f-82c2b91416c7,Medium,,04/Oct/21 12:57 PM,04/Oct/21 4:08 PM,To Do,,
Bug,AO3-6244,66424,Underline added to some links in preface on hover,paola solari,70121:2fd3887c-d924-4c9a-b759-e3a7d700e0c8,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,02/Oct/21 8:47 PM,24/Nov/24 5:57 AM,Deployed,,
Bug,AO3-6243,66416,Editing a comment without JavaScript results in a session expired auth error,EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,28/Sep/21 7:02 PM,25/Jul/23 11:07 AM,Deployed,,
Improvement,AO3-6242,66410,Let admins search invitation requests by IP address,Keziah,61c582108534980073189e27,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,28/Sep/21 1:28 PM,06/Feb/22 2:16 AM,Deployed,Admin,
Task,AO3-6241,66409,Update nokogiri to 1.12.5,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,Invalid,27/Sep/21 4:00 PM,23/Dec/22 2:39 PM,Closed,,
Task,AO3-6240,66372,Use i18n-tasks to rename numbered mailer translation keys,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,12/Sep/21 5:06 PM,19/Apr/24 9:28 AM,Deployed,Admin,Archivist
Bug,AO3-6239,66364,Non-admin wranglers can syn a canonical tag to another canonical,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,08/Sep/21 4:34 PM,09/Dec/24 1:06 AM,To Do,Tag Wrangler,
Bug,AO3-6238,66359,Random Items button on a collection doesn't work from the collection homepage,Cesium-Ice,5c4fbe624c070827c2a1e3f1,petricores,5eaf0b157dab3a0bb416e5ca,Medium,DeployedToBeta,07/Sep/21 5:09 PM,26/Jan/25 3:45 PM,Deployed,,
Bug,AO3-6237,66352,Previous link on User Invite Requests page doesn't work,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,,30/Aug/21 3:54 PM,30/Aug/21 4:07 PM,To Do,Admin,
Improvement,AO3-6236,66351,Email not sent when admin declines individual invitation requests,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,,30/Aug/21 3:50 PM,13/Jul/25 4:03 AM,To Do,Admin,
Improvement,AO3-6235,66350,Allow policy_and_abuse admins to turn invitation requests on and off in settings,dismayonnaise,712020:a52e3693-ec8c-486d-b728-e59df3475dc9,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,30/Aug/21 3:33 PM,16/Jun/25 10:17 AM,Deployed,Admin,
Task,AO3-6234,66349,Update Brakeman ignore file for Hakiri,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,30/Aug/21 2:19 PM,01/Nov/21 3:34 PM,Deployed,,
Bug,AO3-6233,66347,Autocomplete does not highlight matching portions in suggestions with diacritics,tlee911,557058:bb48f715-7c87-43a5-81b8-a60c77a4c45b,tlee911,557058:bb48f715-7c87-43a5-81b8-a60c77a4c45b,Medium,,30/Aug/21 8:08 AM,09/Aug/24 2:25 PM,In Review,,
Improvement,AO3-6232,66322,"Include IP address, referrer URL, and title of public site skin in support tickets ",Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,20/Aug/21 11:17 PM,08/Jun/25 1:51 AM,Deployed,Support,
Task,AO3-6231,66319,"Update help text for ""Turn off emails about collections"" preference ",weeklies,61cc2a19326554006caa335c,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,20/Aug/21 1:23 PM,06/Feb/22 2:16 AM,Deployed,,
Improvement,AO3-6230,66318,Add searching by user ID for certain admins,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,19/Aug/21 8:38 PM,18/Feb/22 3:33 PM,Deployed,,
Bug,AO3-6229,66317,404 error page is sometimes not styled,warlockmel,62bbc454228c59d8da199f48,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,19/Aug/21 8:14 PM,15/Aug/25 8:59 AM,To Do,,
Bug,AO3-6228,66316,Remove activerecord-mysql-reconnect gem and set reconnect: false in database.yml,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,ticking instant,557058:fa089759-8cd1-4db3-b506-5731a37fd5a6,Medium,Done,19/Aug/21 4:55 PM,18/Feb/22 3:40 PM,Deployed,,
Bug,AO3-6227,66311,"Blurb for deleted works in history is missing styling, doesn't get removed when deleting with Javascript",Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,Done,18/Aug/21 6:00 PM,06/Feb/22 2:17 AM,Deployed,,
Bug,AO3-6226,66310,"""This assignment has been defaulted-on"" message lingers after visiting My Assignment page",,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,17/Aug/21 4:04 PM,17/Aug/21 4:06 PM,To Do,,
Bug,AO3-6225,66308,Comparison of email addresses when changing address is case-sensitive,Daroc Alden,611670bb30fe45007033887d,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,16/Aug/21 2:00 PM,06/Jan/22 12:57 PM,Deployed,,
Improvement,AO3-6224,66284,500 error when trying to access wrangling page for nonexistent user,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,12/Aug/21 1:45 PM,27/Dec/22 1:42 AM,Deployed,Admin,Tag Wrangler
